,MOL_id,MOL_name,SMILES,Cluster No.,Num_data,Num_pos_data
180,L000181,Vinorelbine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,0.0,31,31
181,L000182,Phencyclidine,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,0.0,1,1
182,L000183,Sulindac sulfide,CC1=C(C2=C(C1=CC3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O,0.0,4,4
183,L000184,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,0.0,7,7
184,L000185,Leucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,0.0,5,5
185,L000186,MG132,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1,0.0,1,1
186,L000187,Oxaliplatine,C1CCC(C(C1)N)N.C(=O)(C(=O)O)O.[Pt+2],0.0,14,14
187,L000188,Ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,0.0,1,1
188,L000189,Spinosad,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,0.0,1,1
189,L000190,Suramin,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C,0.0,1,1
190,L000191,Desipramine,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.0,3,3
191,L000192,Fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.0,2,2
192,L000193,Harmaline,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,0.0,2,2
193,L000194,Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,0.0,2,2
194,L000195,Methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,0.0,2,2
195,L000196,Isoflavone,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,0.0,3,3
196,L000197,Valproic acid,CCCC(CCC)C(=O)O,0.0,5,5
197,L000198,Azacitidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,0.0,8,8
198,L000199,Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,0.0,16,16
199,L000200,Emodin,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,0.0,10,10
200,L000201,Mafosfamide,C1COP(=O)(NC1SCCS(=O)(=O)O)N(CCCl)CCCl,0.0,1,1
201,L000202,Methamphetamine,CC(CC1=CC=CC=C1)NC,0.0,4,4
202,L000203,Morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,0.0,8,8
203,L000204,AZD-5363,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,0.0,2,2
204,L000205,"[5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,0.0,2,2
205,L000206,Bleomycin a2,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,0.0,5,5
206,L000207,Calcitriol,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,0.0,14,14
207,L000208,Epigallocatechin Gallate,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.0,1,1
208,L000209,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,0.0,2,2
209,L000210,Urea,C(=O)(N)N,0.0,1,1
210,L000211,Genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,0.0,9,9
211,L000212,Ginsenoside Rh2,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,0.0,4,4
212,L000213,Bilobalide,CC(C)(C)C1(CC2C3(C14C(C(=O)OC4OC3=O)O)CC(=O)O2)O,0.0,7,7
213,L000214,Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,0.0,11,11
214,L000215,PLX4720,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,0.0,13,13
215,L000216,Ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,0.0,3,3
216,L000217,Progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,0.0,12,12
217,L000218,Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0.0,4,4
218,L000219,Raltitrexed,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,0.0,2,2
219,L000220,Tanespimycin,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,0.0,1,1
220,L000221,PD-0325901,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,0.0,8,8
221,L000222,Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.0,1,1
222,L000223,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,0.0,20,20
223,L000224,Epoxomicin,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)C1(CO1)C)NC(=O)C(C(C)CC)N(C)C(=O)C,0.0,4,4
224,L000225,Resveratrol,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,0.0,4,4
225,L000226,Neomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,0.0,4,4
226,L000227,Triptolide,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,0.0,5,5
227,L000228,Dinoprostone,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,0.0,3,3
228,L000229,Estrogen,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,0.0,11,11
229,L000230,Geneticin,CC(C1C(C(C(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)O)O)O,0.0,2,2
230,L000231,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0.0,5,5
231,L000232,Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,0.0,2,2
232,L000233,Quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,0.0,3,3
233,L000234,Mitomycin C,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,0.0,31,31
234,L000235,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,0.0,3,3
235,L000236,Phenylephrine,CNCC(C1=CC(=CC=C1)O)O,0.0,3,3
236,L000237,Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,0.0,1,1
237,L000238,SP600125,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,0.0,3,3
238,L000239,Benzo(a)pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,0.0,2,2
239,L000240,Bisphenol A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,0.0,1,1
240,L000241,Nicotine,CN1CCCC1C2=CN=CC=C2,0.0,4,4
241,L000242,Praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,0.0,3,3
242,L000243,Sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.0,1,1
243,L000244,Daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,0.0,2,2
244,L000245,Fludarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,0.0,9,9
245,L000246,Arsenic trioxide,[O-2].[O-2].[O-2].[As+3].[As+3],0.0,70,70
246,L000247,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,0.0,9,9
247,L000248,Doxycycline,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.0,3,3
248,L000249,Epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O,0.0,1,1
249,L000250,Hypoxanthine,C1=NC2=C(N1)C(=O)NC=N2,0.0,1,1
250,L000251,Losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,0.0,1,1
251,L000252,Tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.0,1,1
252,L000253,Thiamine,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,0.0,1,1
253,L000254,Tioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,0.0,1,1
254,L000255,Uric acid,C12=C(NC(=O)N1)NC(=O)NC2=O,0.0,1,1
255,L000256,Melphalan,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,0.0,4,4
256,L000257,Dehydroepiandrosterone,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,0.0,2,2
257,L000258,Testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,0.0,4,4
258,L000259,Medroxyprogesterone acetate,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,0.0,4,4
259,L000260,Topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,0.0,5,5
260,L000261,Bufalin,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,0.0,2,2
261,L000262,Idarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,0.0,3,3
262,L000263,Teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,0.0,3,3
263,L000264,Atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,0.0,3,3
264,L000265,Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,0.0,1,1
265,L000266,Piceatannol,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,0.0,1,1
266,L000267,Pirarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6,0.0,1,1
267,L000268,ABT-737,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],0.0,1,1
268,L000269,Mechlorethamine,CN(CCCl)CCCl,0.0,2,2
269,L000270,Puromycin,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,0.0,2,2
270,L000271,Oltipraz,CC1=C(SSC1=S)C2=NC=CN=C2,0.0,3,3
271,L000272,Chloramphenicol,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],0.0,1,1
272,L000273,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,0.0,2,2
273,L000274,Amnesteem,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,0.0,15,15
274,L000275,Celastrol,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C)O,0.0,4,4
275,L000276,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,0.0,2,2
276,L000277,Methyltrienolone,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O,0.0,2,2
277,L000278,Carmustine,C(CCl)NC(=O)N(CCCl)N=O,0.0,3,3
278,L000279,Epothilone B,CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,0.0,1,1
279,L000280,Tetrahydropalmatine,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,0.0,1,1
280,L000281,U0126,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N,0.0,1,1
281,L000282,AG1478,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,0.0,1,1
282,L000283,Canertinib dihydrochloride,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl.Cl,0.0,1,1
283,L000284,Tyrosine,C1=CC(=CC=C1CC(C(=O)O)N)O,0.0,2,2
284,L000285,Bromocriptine,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,0.0,4,4
285,L000286,Androstanolone,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,0.0,6,6
286,L000287,Berberine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,0.0,1,1
287,L000288,Betulinic Acid,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,0.0,1,1
288,L000289,Dibenziodolium,C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2,0.0,1,1
289,L000290,Folate,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,0.0,1,1
290,L000291,Hyaluronic acid,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)C(=O)[O-])O)O)O)NC(=O)C)O)O.[Na+].[Na+],0.0,2,2
291,L000292,Isoflurane,C(C(F)(F)F)(OC(F)F)Cl,0.0,2,2
292,L000293,Lovastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,0.0,2,2
293,L000294,Matrine,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,0.0,1,1
294,L000295,Thymidine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,0.0,1,1
295,L000296,Desflurane,C(C(F)(F)F)(OC(F)F)F,0.0,1,1
296,L000297,Hemin,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2],0.0,1,1
297,L000298,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,0.0,1,1
298,L000299,Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,0.0,1,1
299,L000300,Chlorzoxazone,C1=CC2=C(C=C1Cl)NC(=O)O2,0.0,1,1
300,L000301,Clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,0.0,2,2
301,L000302,Isoliquiritigenin,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,0.0,1,1
302,L000303,Hydroxyurea,C(=O)(N)NO,0.0,2,2
303,L000304,3-Methyladenine,CN1C=NC(=N)C2=C1N=CN2,0.0,1,1
304,L000305,Epoprostenol,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O,0.0,1,1
305,L000306,Iloprost,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,0.0,1,1
306,L000307,Glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,0.0,1,1
307,L000308,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.0,1,1
308,L000309,Norepinephrine,C1=CC(=C(C=C1C(CN)O)O)O,0.0,1,1
309,L000310,Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0.0,3,3
310,L000311,Acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(=O)O,0.0,1,1
311,L000312,Capsaicin,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,0.0,2,2
312,L000313,Glybenclamide,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,0.0,1,1
313,L000314,Homoharringtonine,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O,0.0,1,1
314,L000315,Calycosin,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O,0.0,1,1
315,L000316,Rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,0.0,1,1
316,L000317,Plerixafor,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,0.0,2,2
317,L000318,Biotin,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,0.0,1,1
318,L000319,Diphenylpyraline,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,0.0,1,1
319,L000320,AG014699,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O,0.0,1,1
320,L000321,Fenretinide,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C,0.0,2,2
321,L000322,Dihematoporphyrin ether,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4C)C(C)OC(C)C6=C7C=C8C(=C(C(=CC9=NC(=CC1=NC(=CC(=C6C)N7)C(=C1C)C(C)O)C(=C9CCC(=O)O)C)N8)CCC(=O)O)C)C(=C3CCC(=O)O)C)CCC(=O)O,0.0,1,1
322,L000323,Tanshinone 2A,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,0.0,1,1
323,L000324,D000000,C[C@@H]1CC[C@@H]([C@@H](C1)Br)C(C)(C)c2cnccn2,,3,0
324,L000325,D000001,C1CC[C@@H]([C@H](C1)NCC#N)O,,1,0
325,L000326,D000002,CCCCSCCCNC(=O)[C@@H]1CCC[NH+](C1)Cc2c(oc(n2)c3ccc(cc3)CC)C,,1,0
326,L000327,D000003,C[C@@H]1C[NH+](C[C@@H](S1)C)CC#C,,1,0
327,L000328,D000004,CC[C@@H](C)Oc1ccc2c(c1)[C@H]3C=CC[C@H]3[C@H](N2)c4cc(ccc4O)Br,,1,0
328,L000329,D000005,CC[C@H]1CC[C@H]([C@@H]1C)n2c(nc3c2ncnc3OC)CCl,,1,0
329,L000330,D000006,Cc1ccc(s1)CN(CCC(C)C)Cc2nc(cs2)C(=O)NCC[NH+]3CCCCC3,,2,0
330,L000331,D000007,C1C2CC3CC1CC(C2)(C3)NC(=O)NC/C(=N\O)/N,,2,0
331,L000332,D000008,Cc1cc(nc(n1)SCCCCCCCCCS)[O-],,1,0
332,L000333,D000009,CCNC(=O)NC(=O)[C@@H](C)OC(=O)c1ccc(cc1)NS(=O)(=O)c2ccc3c(c2)[nH]c(=O)[nH]3,,1,0
333,L000334,D000010,CNC(=O)C1CCN(CC1)C(=O)CNC(=O)C[NH3+],,1,0
334,L000335,D000011,COc1ccc(cc1)n2c(=O)c(c([nH]c2=S)[O-])C(c3ccc(c(c3)CN4C[C@@H]5C[C@H](C4)c6cccc(=O)n6C5)OC)c7c([nH]c(=S)n(c7=O)c8ccc(cc8)OC)[O-],,1,0
335,L000336,D000012,Cc1cccc(c1)[C@H](c2[n-]nnn2)N,,1,0
336,L000337,D000013,C[C@H]1CCCCC[C@H]1[NH2+]Cc2cnc3n2cc(nc3)Br,,2,0
337,L000338,D000014,c1ccc(cc1)N\2C(=O)[C@@H](S/C2=C(\C#N)/C(=O)NCC/N=C(/C(=C\3/N(C(=O)[C@@H](S3)Cc4ccc(cc4)Cl)c5ccccc5)/C#N)\[O-])Cc6ccc(cc6)Cl,,1,0
338,L000339,D000015,c1cc(n(c1)c2ccc(cc2)I)/C=C\C(=O)[O-],,1,0
339,L000340,D000016,c1cc(cnc1)[C@H](CN)Sc2nccc(n2)[O-],,1,0
340,L000341,D000017,Cc1ccc(cc1)S(=O)(=O)/N=C/2\[C@H]([C@@](C(=O)C(=C2Cl)C)(C)Cl)Cl,,1,0
341,L000342,D000018,CC[C@H](C)c1ccc(cc1)[N-]S(=O)(=O)c2ccc(cc2)C,,2,0
342,L000343,D000019,c1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)Nc4ccc(cc4)C5(c6ccccc6C(=O)O5)c7ccc(cc7)NC(=O)c8ccc9c(c8)C(=O)N(C9=O)c1ccccc1,,1,0
343,L000344,D000020,Cc1c(ccc2c1oc(=O)cc2c3ccccc3)OC[C@H](CN(Cc4ccco4)C[C@@H](COc5ccc6c(cc(=O)oc6c5C)c7ccccc7)O)O,,3,0
344,L000345,D000021,CC(C)c1ccccc1OCCCn2c3ccccc3[nH+]c2CCCNC(=O)C=C,,4,0
345,L000346,D000022,c1cc(c(cc1F)SCCCCCCCCCS)F,,2,0
346,L000347,D000023,C[C@H]1CC[C@H](N(C1)C(=O)c2cc(cc(c2)Cl)S(=O)(=O)N)C,,1,0
347,L000348,D000024,COc1cc(ccc1OCc2ccccc2)/C=C/C(=O)NCCCC(=O)[O-],,1,0
348,L000349,D000025,c1cnccc1/C=N/Nc2[nH]nc(n2)SCC(=O)Nc3nnc(s3)SCC(=O)N,,1,0
349,L000350,D000026,CCN(C[C@@H](C)C#N)S(=O)(=O)c1cc(c(c(c1)N)C)C,,1,0
350,L000351,D000027,COC(=O)c1cc(c(nc1CC(=O)C(=O)Nc2ccc(c(c2)C(F)(F)F)Cl)CC(=O)C(=O)Nc3cccc(c3C(F)(F)F)Cl)C(=O)OC,,1,0
351,L000352,D000028,CCn1c(c(c(n1)C)CN/C(=N\C(=O)c2ccccc2C)/[N-]c3ccc(cc3)C)C,,1,0
352,L000353,D000029,C1[C@@H](OC(=O)O1)Cl,,1,0
353,L000354,D000030,CCOc1ccc(cc1)n2c(nnc2SCC(=O)Nc3ccc(cc3)C(=O)OCC)CNC(=O)c4ccc(cc4)S(=O)(=O)N5CCOCC5,,3,0
354,L000355,D000031,C[C@H](c1cccs1)N[C@@H](C)c2cc(ccc2O)F,,1,0
355,L000356,D000032,C/C(=C/c1ccccc1OC)/C(=O)[O-],,1,0
356,L000357,D000033,CCOc1ccccc1CN(Cc2ccc[nH+]c2)C(=S)Nc3cc(cc(c3)OC)OC,,2,0
357,L000358,D000034,Cc1cc(nc(n1)N/C(=N\C(=S)Nc2ccc(cc2)F)/NC3Cc4ccccc4C3)C,,1,0
358,L000359,D000035,CC(C)(C)C(=O)c1c(c2c(cc(nc2s1)c3ccccc3)c4ccc(cc4)F)N,,1,0
359,L000360,D000036,C[C@@]1(CCS(=O)(=O)C1)n2c(c(cn2)S(=O)(=O)C)N,,1,0
360,L000361,D000037,c1cnncc1c2nc(no2)c3cc(c(c(c3)F)F)F,,1,0
361,L000362,D000038,Cc1cccc(c1)Cn2cccc2C[NH+](Cc3cccc(c3)C)C4CCCCC4,,4,0
362,L000363,D000039,Cc1ccc2c(c1)N(C(C3=C2C4(C(=C(S3)C(=O)OC)C(=O)OC)SC(=C(S4)C(=O)OC)C(=O)OC)(C)C)C(=O)CN5C(=O)c6cccc7c6c(ccc7)C5=O,,1,0
363,L000364,D000040,CC[C@@H]1CC[C@@H]([C@@H]1C)[NH2+]CC,,1,0
364,L000365,D000041,c1cc(oc1)/C=C/C[NH+]2CCc3c(c(n[nH]3)c4cc(cc(c4)F)F)C2,,1,0
365,L000366,D000042,c1ccc(c(c1)C2=C(C(=C(C#N)C#N)NC(=C2C#N)N)C#N)I,,1,0
366,L000367,D000043,CCCN1CC=C2[C@@H](C1)[C@@H](C(C(=C2C#N)N)(C#N)C#N)c3ccoc3,,1,0
367,L000368,D000044,CCN(CC)S(=O)(=O)c1cccc(c1)C(=O)NNC(=O)C[C@H](c2ccccc2Cl)NC(=O)N,,1,0
368,L000369,D000045,Cc1ccc(cc1)CNC(=O)c2csc(n2)[N-]S(=O)(=O)c3ccc(cc3)C,,1,0
369,L000370,D000046,CCOC(=O)CSc1nnc(s1)/N=C(/c2c(oc3c2c(ncn3)[O-])C)\[O-],,1,0
370,L000371,D000047,c1cc(ccc1NC(=O)CSc2[nH]c3c(n2)cc(c[nH+]3)Br)S(=O)(=O)N,,1,0
371,L000372,D000048,Cc1ccc(c(c1)C)C[NH+](C)Cn2c(=S)n3c4ccccc4c(=O)n(c3n2)C,,1,0
