,MOL_id,MOL_name,SMILES,Cluster No.,Num_data,Num_pos_data
372,L000373,D000049,Cc1ccc(cc1)c2c[nH+]c(n2c3ccc(cc3)OC(F)F)SCC=C,,1,0
373,L000374,D000050,CC1(CC2=C(C(=O)C1)C(=C([C@@H](O2)c3ccc(cc3Cl)Cl)C#N)N)C,,1,0
374,L000375,D000051,Cc1ccc(cc1F)[C@@H](Cc2c(c(nn2C)C)Br)NN,,1,0
375,L000376,D000052,CN(C)c1ccc(s1)/C=C/2\CCCc3c2nc(cc3c4ccccc4)c5ccccc5,,1,0
376,L000377,D000053,c1c(cc(c(c1[N+](=O)[O-])Cl)S(=O)(=O)N)C(=O)NCC2CC2,,1,0
377,L000378,D000054,CN1[C@H]([C@@H](CC1=O)[NH3+])c2cc(ccc2F)Br,,2,0
378,L000379,D000055,C[C@@H]([C@H](C)S(=O)(=O)C)N(C)Cc1cn[nH]c1c2ccc3c(c2)OCCO3,,1,0
379,L000380,D000056,C[C@H]([C@@H](c1cnn(c1)C)Sc2c(cccn2)Br)N,,1,0
380,L000381,D000057,c1c(n[nH]n1)SCC2=C(N3[C@@H]([C@@H](C3=O)[NH3+])SC2)C(=O)[O-],,1,0
381,L000382,D000058,CCn1cc(nc1)S(=O)(=O)N(C)C2(CCCC2)C[NH3+],,3,0
382,L000383,D000059,C[C@H]1CC[C@@H](C[C@@H]1C)N2CCC(=NO)CC2,,1,0
383,L000384,D000060,Cc1c(noc1NS(=O)(=O)c2ccc(cc2)NC(=O)C3CCN(CC3)c4ccc(nn4)n5cncn5)C,,1,0
384,L000385,D000061,c1ccc(cc1)S(=O)(=O)N(CC(=O)Nc2ccccc2NC(=O)CN(c3ccc(cc3)[N+](=O)[O-])S(=O)(=O)c4ccccc4)c5ccc(cc5)[N+](=O)[O-],,9,0
385,L000386,D000062,Cc1c2c(n[nH]1)C[C@@H](C[C@H]2O)C,,1,0
386,L000387,D000063,c1ccc2c(c1)[nH]c(=O)c(n2)/C(=N\Nc3ccc(cc3)I)/[C@@H]([C@@H](CO)O)O,,1,0
387,L000388,D000064,Cc1ccc(c2c1oc-3c(c(=O)c(c(c3n2)C(=O)NCc4ccc[nH+]c4)N)C)C(=O)NCc5ccc[nH+]c5,,8,0
388,L000389,D000065,CC(C)C(=O)Nc1nc2c(c(n1)[O-])ncn2[C@H]3[C@@H]([C@@H]([C@H](O3)COC(c4ccccc4)(c5ccc(cc5)OC)c6ccc(cc6)OC)O[P@@](N(C(C)C)C(C)C)OCCC#N)F,,2,0
389,L000390,D000066,c1ccc2c(c1)cccc2CN(CC[NH+]3CCOCC3)Cc4cccc5c4cccc5,,3,0
390,L000391,D000067,CC(C)c1ccc(cc1)/C=C(/C#N)\C(=N\c2cccc(c2)Cl)\[O-],,1,0
391,L000392,D000068,CCC[C@@H](CN(CCOC)[C@@H](C)C1CC1)CS,,1,0
392,L000393,D000069,CC(=C)CN1CCN(CC12CCCCC2)C,,1,0
393,L000394,D000070,Cc1ccc(s1)[C@H]2[C@H]3CC=C[C@@H]3c4cccc(c4N2)C(=O)NC(C)(C)C,,1,0
394,L000395,D000071,c1ccc(cc1)COc2ccc(cc2)/N=C/c3ccccc3[O-],,1,0
395,L000396,D000072,C[C@H](CCC(=O)O)CCNC(=O)NC(C1CC1)C2CC2,,1,0
396,L000397,D000073,c1cc(ccc1c2ccc(o2)/C=N/NC(=O)C(=O)N/N=C/c3ccc(o3)c4ccc(cc4)S(=O)(=O)[N-]c5nccs5)S(=O)(=O)Nc6nccs6,,4,0
397,L000398,D000074,Cc1ccc(cc1)CN(CCC[NH+]2CCOCC2)C(=S)NCCC3=CCCCC3,,2,0
398,L000399,D000075,CCCC[C@H](CC)C[C@H](Cc1ccccc1OC)CO,,1,0
399,L000400,D000076,c1ccc(cc1)c2ccnc(c2)c3nc(sn3)N,,1,0
400,L000401,D000077,Cc1nnc(n1C)S[C@H]2CC[C@@](C2)(CO)N,,1,0
401,L000402,D000078,C[C@H](c1[n-]nnn1)NC(=O)N[C@@](C)(C2CC2)C(=O)[O-],,2,0
402,L000403,D000079,CCn1c(c(cn1)C[NH+]2CCC[C@@H](C2)Nc3ccc(c(c3)C)C)C,,1,0
403,L000404,D000080,CC[C@@H](C(=O)N1C[C@H](C[C@H]1C[C@H]2c3ccccc3C[C@H]2[C@@H]4Cc5ccccc5[C@@H]4C[C@@H]6C[C@@H](CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC)O)O)NC(=O)[C@H](C)[NH2+]C,,4,0
404,L000405,D000081,Cc1cc(c(c(c1)C)S(=O)(=O)[N-]c2ccc3c(c2)c4c(o3)CC(CC4=O)(C)C)C,,1,0
405,L000406,D000082,c1ccc(cc1)c2ccc3c(c2)c(nc(n3)Cc4cccc(c4)F)[O-],,1,0
406,L000407,D000083,Cn1c2c(c(=O)n(c1=O)C)n(c(n2)N/N=C\3/c4ccccc4NC3=O)C[C@@H](COc5ccc(cc5)OC)O,,1,0
407,L000408,D000084,c1ccc2c(c1)ccc(c2/C=N/Nc3nnc(n3N)SCC(=O)NNC(=O)c4ccc(cc4)Cl)O,,6,0
408,L000409,D000085,CNC(=O)CN1CCC(CC1)[NH2+][C@H]2CCCS(=O)(=O)C2,,2,0
409,L000410,D000086,CCOc1ccc(cc1)N/C(=N/c2ccc(cc2)OCC)/[S-],,1,0
410,L000411,D000087,C=COC=O,,1,0
411,L000412,D000088,c1cc(c(c2c1cc(cc2O)S(=O)(=O)[O-])/N=N/c3ccc(cc3S(=O)(=O)[O-])[N+](=O)[O-])N,,1,0
412,L000413,D000089,CC1(C[C@H](C(O1)(C)C)[C@H](c2ccc(cn2)Br)NN)C,,1,0
413,L000414,D000090,COC(=O)c1ccc(cc1)/C=N/Nc2nnc(n2N)SCC(=O)NNC(=O)c3ccc(cc3)F,,1,0
414,L000415,D000091,Cc1ccccc1n2c(=O)c3c(nc2SCC(=O)Nc4ccc(cc4)N(C)C)n(c(=S)s3)c5cccc(c5)OC,,1,0
415,L000416,D000092,CC(=O)Nc1cccc(c1)NC(=O)CSc2nnc(n2N)N/N=C/c3cccc(c3)Br,,1,0
416,L000417,D000093,c1cc(cc(c1)C(F)(F)F)CNC(=O)CSc2nnc(n2N)N[NH3+],,1,0
417,L000418,D000094,c1c(cc(c2c1/C(=N/NC(=O)CCCCCCCC(=O)N/N=C\3/c4cc(cc(c4N=C3[O-])Br)Br)/C(=O)N2)Br)Br,,1,0
418,L000419,D000095,C[C@@H](CCC=C(C)C)CCOC(=O)CCC(=O)N[C@H](C(C)C)C(=O)[O-],,1,0
419,L000420,D000096,C[C@H](c1ccc(cc1)Br)NC(=O)C[C@@](C)(C(C)C)C(=O)[O-],,1,0
420,L000421,D000097,C[C@H]1CC[C@H]([C@@H](C1)C)Nc2c(cc(cn2)N)C(=O)N,,1,0
421,L000422,D000098,c1c(c(nc(=O)[nH]1)[O-])C(=O)N[C@@H](C2CCCCC2)C(=O)[O-],,1,0
422,L000423,D000099,CCCC(CCC)(C[NH+]1CCC[C@@H](CC1)C(C)(C)C)CBr,,2,0
423,L000424,D000100,[H]/N=C\1/[C@@H](NC(=O)N1)c2c3ccccc3ccc2OC,,1,0
424,L000425,D000101,c1ccc(cc1)CNC(=O)[C@H](c2ccc(cc2)O)N(c3ccccc3F)C(=O)c4c(c(ns4)C(=O)N)N,,4,0
425,L000426,D000102,CC(C)C[C@@H](C(=O)OC(C)C)NC(=O)CN1CCOCCOCC[NH+](CCOCCOCC1)CC(=O)N[C@@H](C(=O)OC(C)C)OC(C)C,,3,0
426,L000427,D000103,c1ccc2c(c1)N(CCN2C(=O)c3c(nccn3)N)CC(F)(F)F,,1,0
427,L000428,D000104,c1ccc(c(c1)[C@H]2[C@@H]([C@@](NC(=O)N2)(C(F)(F)F)O)C(=O)c3cccnc3)C(F)(F)F,,1,0
428,L000429,D000105,C[C@@]1(c2c(ccc(c2C(=O)[C@H]3[C@H]1C[C@@H]4[C@@H](C(=O)C(=C([C@@]4(C3=O)O)[O-])C(=O)N)[NH+](C)C)O)Cl)O,,8,0
429,L000430,D000106,c1cc2c(csc2c(c1)Br)[C@H](C3CCC3)O,,1,0
430,L000431,D000107,CCCN[C@@H](Cc1ccccc1OC)CS[C@@H](C)CC,,1,0
431,L000432,D000108,C[C@@H]1C[C@H](CC(C1)OCCCCCCCCCS)C,,1,0
432,L000433,D000109,CCc1ccc(cc1)C2=N[C@@H](N[C@@H](C2)c3cc(ccc3O)Br)c4ccccc4F,,1,0
433,L000434,D000110,C[C@H](c1[nH]nnn1)NC(=O)c2cccc(c2)I,,1,0
434,L000435,D000111,c1cc(cc(c1)N[C@H]2C[C@]3(CC[NH+](C3)Cc4cccs4)OC2)C#N,,2,0
435,L000436,D000112,c1ccc(c(c1)C(=O)N)NC(=O)Cc2csc(n2)NC(=O)Nc3ccc(cc3)Cl,,1,0
436,L000437,D000113,c1ccc(cc1)c2c(oc(n2)SCc3c(cccc3Cl)F)c4ccccc4,,1,0
437,L000438,D000114,c1cc(cc(c1)F)Nc2[nH+]c(c3n2ccs3)[C@H]4CCCN(C4)C(=O)c5ccc(=O)[nH]n5,,1,0
438,L000439,D000115,Cc1cscc1[C@H](c2ccc(cc2C(C)C)C(C)C)Br,,4,0
439,L000440,D000116,CC1(O[C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)CO)C,,1,0
440,L000441,D000117,c1cc(c(c(c1)Cl)Cl)N2[C@@H](CC(=N2)c3ccc(cc3)F)c4ccc(cc4)Cl,,1,0
441,L000442,D000118,C1CCC(C1)N(CC(=O)N)C(=O)[C@H]2COC[C@@H]2N,,1,0
442,L000443,D000119,CCn1c(c(c(n1)C)CN/C(=N\C(=O)c2ccc(c(c2)F)C)/[N-]c3cccc(c3)C)C,,1,0
443,L000444,D000120,CC(=O)N1CCN(CC1)c2ccc(cc2)NC(=S)NC(=O)c3ccc(c(c3)[N+](=O)[O-])N4CCCCC4,,2,0
444,L000445,D000121,Cc1ccc(cc1)C/N=c\2/c(c(c2=O)[O-])c3ccc4c(c3)CCCC4,,1,0
445,L000446,D000122,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)[NH+](C)C)O)(C)OC)C)C)OC)(C)O,,1,0
446,L000447,D000123,CC(C)(C)c1ccc(cc1)Cn2c3ccccc3nc2c4cccc(c4)Br,,1,0
447,L000448,D000124,c1ccc(c(c1)/C=N/c2ccc(cc2)C(=O)Nc3ccc(cc3)c4[nH]c5c(n4)ccc(c5Cl)NC(=O)c6ccc(cc6)/N=C/c7ccccc7[O-])O,,1,0
448,L000449,D000125,CCOC(=O)[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)CCC(=O)Nc2ccc(cc2)S(=O)(=O)N,,2,0
449,L000450,D000126,Cc1cccc(c1)n2c(nnc2SCC(=O)Nc3ccc(cc3C)C)Cc4nnc(n4c5cccc(c5)C)SCC(=O)Nc6ccc(cc6C)C,,4,0
450,L000451,D000127,c1cc(ccc1c2csc3[n+]2CCCCC3)Br,,1,0
451,L000452,D000128,Cc1cc(n(n1)C)[C@H](Cc2ccc(cc2F)Br)NN,,1,0
452,L000453,D000129,CCCC[C@@H](CC)[C@@H](c1c(cc(s1)C)Br)Br,,1,0
453,L000454,D000130,c1cc-2c(cc1S(=O)(=O)[O-])C(c3c2ccc(c3)S(=O)(=O)[O-])(CCC(=O)N)CCC(=O)N,,1,0
454,L000455,D000131,Cc1cc([nH+]c2c1cccc2)[C@@H](c3c(cnn3C)Br)NC,,1,0
455,L000456,D000132,c1cc(oc1CNCC2(CCOCC2)O)I,,2,0
456,L000457,D000133,COc1cccc(c1)CSc2[nH+]c3ccncc3n2Cc4ccccc4Cl,,1,0
457,L000458,D000134,Cc1c(sc(n1)C)C(=O)C2=C(C(=O)N([C@H]2c3ccco3)c4nccs4)O,,1,0
458,L000459,D000135,CN(C)c1ccc2c([nH+]1)nc([nH]2)Cc3cccc(c3)Br,,1,0
459,L000460,D000136,Cc1ccc(cc1)S(=O)(=O)c2c(nc([nH]2)c3ccc(cc3)OC)SSc4c(nc([nH]4)c5ccc(cc5)OC)S(=O)(=O)c6ccc(cc6)C,,3,0
460,L000461,D000137,CCn1cc(cn1)[C@H]2CC[C@H](C[NH2+]2)S(=O)(=O)N,,1,0
461,L000462,D000138,C[C@@H](C[C@H](c1cc(c(cc1F)Br)F)Br)CC(C)(C)C,,1,0
462,L000463,D000139,CC(=O)Nc1ccc(cc1)[N-]S(=O)(=O)c2ccc-3c(c2)C(=NNc4ccccc4)c5c3ccc(c5)S(=O)(=O)[N-]c6ccc(cc6)NC(=O)C,,1,0
463,L000464,D000140,c1ccc(c(c1)C(=O)N/N=C(\c2c(=O)[nH]c3ccccc3n2)/[C@@H]([C@@H](CO)O)O)I,,1,0
464,L000465,D000141,CC[C@H]1CO[C@H](CN1c2nc(c(s2)C[NH2+]C)C(C)(C)C)C,,1,0
465,L000466,D000142,C[C@H](c1ccccc1)OCCCCCCCCCBr,,2,0
466,L000467,D000143,Cc1ccc(c(c1)C)OCCn2c3ccccc3[nH+]c2[C@H](C)O,,1,0
467,L000468,D000144,Cc1cc(ccc1NC(=O)c2cn[nH]c2N)Br,,1,0
468,L000469,D000145,C1[C@H]([C@H]([C@H]([C@@H]([C@@H]1NC(=O)[C@H](CC[NH3+])O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)C[NH3+])O)O)O)[NH3+],,1,0
469,L000470,D000146,CC[C@H](C)[C@H](C(=O)[O-])NC(=O)CNC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](C)NC(=O)CCc3c(c4cc5c(c(oc5cc4oc3=O)C)C)C,,2,0
470,L000471,D000147,c1cc(sc1[C@@H](CN)Oc2cc(cc(c2)Cl)Cl)Br,,1,0
471,L000472,D000148,CC[C@@H](C)Sc1nnc(s1)NC(=O)CSc2nnc(n2N)N[NH3+],,1,0
472,L000473,D000149,c1cc(sc1)CCNC(=O)NC(=O)CSc2[nH]c(cn2)c3ccc(cc3)Br,,1,0
473,L000474,D000150,Cc1cc(c(nc1)Sc2nnc3n2CCCCC3)N,,1,0
474,L000475,D000151,CC1(Cc2c(cc3c(c(sc3n2)C(=O)NN)N)CS1)C,,2,0
475,L000476,D000152,c1ccc(cc1)c2nc(co2)C[NH+]3CCC(=CC3)c4ccc(cc4)O,,1,0
476,L000477,D000153,CC(C)(C)NC(=O)[C@@H](c1c[nH]c2c1cccc2)N(Cc3cccs3)C(=O)c4c(c(ns4)C(=O)N)N,,10,0
477,L000478,D000154,C1[C@@H](SC[C@@H](S1)N)[NH3+],,1,0
478,L000479,D000155,CS(=O)(=O)NC[C@@H]1CCCN(C1)C(=O)[C@@H]2CCCC[NH2+]2,,1,0
479,L000480,D000156,c1cc(ccc1[C@H]2CC(=NN2c3ccc(cc3Cl)Cl)c4ccc(cc4)Cl)F,,1,0
480,L000481,D000157,C[NH+](C)c1ccc(cc1)NC(=O)c2ccc(cc2)NS(=O)(=O)c3ccc4=[NH+]C(=O)[NH+]=c4c3,,1,0
481,L000482,D000158,CCCCC1CCC(CC1)[C@H](c2cc(c(cc2F)F)C)Br,,1,0
482,L000483,D000159,COc1cc(c(cc1OC)NS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)Cc4cc(c(cc4NS(=O)(=O)c5ccc6c(c5)NC(=O)CO6)OC)OC,,5,0
483,L000484,D000160,C[C@@H]1CC[C@H]([C@@H](C1)NC(=O)C(C)(C)N)C(C)C,,1,0
484,L000485,D000161,C1C[C@H](CN(C1)C(=O)[C@@H](CC(=O)N)[NH3+])C(=O)N,,1,0
485,L000486,D000162,c1cc(cnc1)CNC(=O)c2cnccc2N,,1,0
486,L000487,D000163,CCc1nnc(s1)[N-]S(=O)(=O)c2ccc(cc2)NC(=O)c3ccc(cc3)S(=O)(=O)N4C[C@@H](C[C@H](C4)C)C,,1,0
487,L000488,D000164,C[C@@]1(CCS(=O)(=O)C1)n2c(nc(n2)N)N,,2,0
488,L000489,D000165,c1ccc(cc1)CN2CCC[C@@H](C2)NC(=O)NNC(=O)c3ccc(s3)Br,,1,0
489,L000490,D000166,Cc1cc(c(cc1F)F)[C@@H](c2c(cc(cc2F)F)F)O,,1,0
490,L000491,D000167,c1cc(cc(c1)Br)[C@H]2C=C([NH+]=C3N2NN=N3)c4ccc(cc4)Br,,1,0
491,L000492,D000168,CCCCN(C)S(=O)(=O)[N-]CCN(CC)c1cccc(c1)C,,1,0
492,L000493,D000169,c1cc(cc(c1)NC(=O)c2ccc(cc2N)Cl)C(=O)N,,2,0
493,L000494,D000170,Cc1c(scn1)[C@H]([C@H]2CC(OC2(C)C)(C)C)[NH3+],,1,0
494,L000495,D000171,c1cc(cc(c1)S(=O)(=O)N)NCc2cc(sc2)Br,,3,0
495,L000496,D000172,c1cc(cc(c1)Br)C(=O)N2CCC3(CC2)c4c([nH]cn4)CCN3,,1,0
496,L000497,D000173,C[C@H]1[C@@H](CC[C@@H]1Br)[C@@H]2CCC[C@@H](C2)S(=O)(=O)C,,1,0
497,L000498,D000174,c1cc(ccc1N2CCN(CC2)c3ccc(cc3S(=O)(=O)N4CCC(CC4)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],,1,0
498,L000499,D000175,Cc1cc2c(cc1Cl)c(=O)c3c(o2)C(=O)N([C@@H]3c4cc(c(c(c4)OC)OC)OC)CC[NH+]5CCOCC5,,1,0
499,L000500,D000176,C1CCC(CC1)N(C2CCCCC2)C(=O)[C@@](C(F)(F)F)(OC([C@@](C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F,,1,0
500,L000501,D000177,c1cc(c(cc1N)C#N)S(=O)(=O)NCc2cc(cs2)Br,,1,0
501,L000502,D000178,CC(C)(C)N1C(=O)/C(=C\Nc2c[nH]c(=O)[nH]c2=O)/C(=O)NC1=O,,1,0
502,L000503,D000179,c1ccc(c(c1)[C@@H](c2ccc3c(c2)[nH]c(=O)c(=O)[nH]3)O)I,,1,0
503,L000504,D000180,COc1cc(cc(c1OC)OC)c2cc([nH]n2)C(=O)N3CCc4c(sc(n4)NC(=O)c5ccccn5)C3,,3,0
504,L000505,D000181,CC[NH+](C[C@H](CCC=C)O)CC(=O)N1CCc2c(ccs2)[C@@H]1COc3ccc(cc3C)C,,3,0
505,L000506,D000182,c1cc2cnccc2c(c1)CNCCCS(=O)(=O)N,,1,0
506,L000507,D000183,c1c(nc[nH]1)C[C@H](C(=O)[O-])NC(=O)[C@@H]2CCCC[C@@H]2C(=O)[O-],,1,0
507,L000508,D000184,Cc1cccc(c1)n2c(=O)c(c([nH]c2=S)[O-])C(c3ccc(c(c3)CN4C[C@@H]5C[C@H](C4)c6cccc(=O)n6C5)OC)c7c([nH]c(=S)n(c7=O)c8cccc(c8)C)[O-],,2,0
508,L000509,D000185,CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)NCCNc4ccc-5c(cc4=O)[C@H](CCc6c5c(c(c(c6)OC)OC)OC)NC(=O)C)OC)OC)OC,,2,0
509,L000510,D000186,C[C@H]1CSCCN1CCN[C@@H]2CCS(=O)(=O)C2,,1,0
510,L000511,D000187,C[C@H]1CCC[C@](CC1)(C#N)N2CCCCCC2,,1,0
511,L000512,D000188,c1cnc(nc1)N2CCN(CC2)CC(=O)N3CCNC(=O)[C@H]3CC(=O)Nc4ccc(cc4)Br,,2,0
512,L000513,D000189,Cc1nnc(o1)CSc2nnc(s2)/N=C(/CSc3nnc(n3N)c4ccccc4O)\[O-],,2,0
513,L000514,D000190,Cc1c(sc([nH+]1)N(CCCl)Cc2ccccc2)C,,1,0
514,L000515,D000191,CCCC[C@H](C)n1c2cc(c(cc2nc1[S-])Cl)F,,1,0
515,L000516,D000192,c1c[nH+]c([nH]1)C[NH2+]Cc2[n-]nnn2,,1,0
516,L000517,D000193,CCC1CC(C1)(C#N)SCC,,1,0
517,L000518,D000194,C[NH+](CC(=O)Nc1c(c2c(s1)CCCCC2)C#N)C3CCCC3,,1,0
518,L000519,D000195,C[C@@H]1CC[C@H]([C@@H](C1)C)Nc2c(cnc(n2)NN)F,,1,0
519,L000520,D000196,c1cc([nH+]cc1[O-])[C@H]2CCCN2,,1,0
520,L000521,D000197,[H]/N=C\1/C(=C\c2ccc(o2)SCc3ccco3)/C(=O)N=C4N1N=C(S4)CC,,1,0
521,L000522,D000198,c1ccn(c1)[C@@H]2CC[NH+]3[C@@H]2CCCC3,,2,0
522,L000523,D000199,CC(=O)N/C(=C(/NN/C(=N/[N+](=O)[O-])/[NH-])\[O-])/C(=O)NN/C(=N\[N+](=O)[O-])/[NH-],,1,0
523,L000524,D000200,CC[C@H]([C@@H](C)COC)Br,,1,0
524,L000525,D000201,C1C[C@@H](N(C1)C(=O)C[NH+]2CCCNCC2)C(=O)NC3CC3,,1,0
525,L000526,D000202,c1cc(ccc1c2[nH]c(=S)n(n2)CN3CCC(=O)NCC3)Cl,,1,0
526,L000527,D000203,CCCOc1c(ccc(n1)N(CCO)C2CCCC2)N,,1,0
527,L000528,D000204,Cn1c(c(c(n1)c2ccccc2)C[NH+](CC3CC3)C[C@H](CCC=C)O)Oc4ccc(cc4F)F,,6,0
528,L000529,D000205,C[C@@H]([C@@H](c1nnc2n1cc(cc2)Br)N)O,,1,0
529,L000530,D000206,Cc1ccccc1c2[nH+]c3ccccc3n2CCCOc4c(cccc4C)C,,1,0
530,L000531,D000207,c1cc2c(cc[nH+]c2cc1Cl)N3CCN(CC3)CCCN4CC[NH+](CC4)CCCN5CCN(CC5)CCCN6CCN(CC6)c7cc[nH+]c8c7ccc(c8)Cl,,2,0
531,L000532,D000208,CCOc1cccc(c1)C[NH+](Cc2ccco2)C[C@H](COc3ccc(c(c3)C)Cl)O,,4,0
532,L000533,D000209,Cc1cc(c(n1c2ccc(cc2)C#N)C)C(=O)Nc3ccc([nH+]c3)N4CCNC(=O)C4,,1,0
533,L000534,D000210,C1CCC(C1)(CCl)[C@H]2CCS(=O)(=O)C2,,1,0
534,L000535,D000211,Cc1c(oc2c1cc3c(c(c(=O)oc3c2)CCC(=O)N[C@H](CSC)C(=O)N[C@H](CSCc4ccccc4)C(=O)N[C@H](C(C)C)C(=O)[O-])C)C,,2,0
535,L000536,D000212,Cc1ccc(s1)[C@H](C)Nc2cccn[nH+]2,,1,0
536,L000537,D000213,C[C@H](C(=S)N)NS(=O)(=O)c1ccc(s1)Br,,1,0
537,L000538,D000214,CCC(=O)N(CCC[NH+]1CCN(CC1)CCOC(=O)CC)c2ccc(cc2)C3CCCC3,,3,0
538,L000539,D000215,Cc1cccc(c1)n2c(nnc2SCC(=O)Nc3ccc(cc3)C(=O)[O-])Cc4nnc(n4c5cccc(c5)C)SCC(=O)Nc6ccc(cc6)C(=O)[O-],,5,0
539,L000540,D000216,c1cc(c(c(c1)Cl)CSc2c(c(c3c(n2)CCCC3)c4cccs4)C#N)F,,2,0
540,L000541,D000217,c1cc(oc1)[C@H](c2ccc3c(c2)NC(=CC(=O)N3)[O-])[NH3+],,1,0
541,L000542,D000218,c1cc2c(cccc2NC(=O)c3ccc(cc3)S(=O)(=O)N(CCC#N)CCC#N)c(c1)NC(=O)c4ccc(cc4)S(=O)(=O)N(CCC#N)CCC#N,,4,0
542,L000543,D000219,CCOc1ccc(cc1)NC(=O)c2ccc(cc2)N3C(=O)[C@@]4([C@@H]5C(=c6cc(ccc6=[NH+]5)OC)CCN4C3=O)C,,1,0
543,L000544,D000220,Cc1cccc2n1c(c[nH+]2)CCl,,1,0
544,L000545,D000221,Cn1c(=O)c(c([nH]c1=O)N)NC(=O)[C@]2(CC=C(C=C2)c3ccccc3)Cl,,1,0
545,L000546,D000222,c1cc(ccc1N2C(=O)c3ccc(cc3C2=O)C(=O)Nc4c[nH]c(nc4=O)[O-])Oc5ccc(cc5)N6C(=O)c7ccc(cc7C6=O)C(=O)Nc8cnc([nH]c8=O)[O-],,2,0
546,L000547,D000223,C/C=C/C(=C/N1CC[NH+](CC1)C)/C,,1,0
547,L000548,D000224,CN1C(=O)C[C@@H](C1=O)NC(=O)[C@@H]2CC[C@@H]3CCCC[C@@H]3[NH2+]2,,1,0
548,L000549,D000225,Cn1c2ccc(cc2nc1[C@H]3Cc4c([nH]cn4)CN3)Br,,1,0
549,L000550,D000226,CC[C@H](C)Cn1c2ccccc2nc1CCC[NH+]3CCCCCC3,,2,0
550,L000551,D000227,c1c(cc(c2c1/C(=N\NC(=O)CCC(=O)N/N=C\3/c4cc(cc(c4NC3=O)Br)Br)/C(=O)N2)Br)Br,,3,0
551,L000552,D000228,CC[C@@H]1CCCC[C@@H]1[NH2+]Cc2cnc3n2cc(nc3)Br,,1,0
552,L000553,D000229,CCc1c(c(n[nH]1)C(=O)NC[C@H]2CCCO2)S(=O)(=O)N,,3,0
553,L000554,D000230,CN1CCN(CC1)N2C(=O)/C(=C/c3cc(ccc3OCC(=O)Nc4ccccc4)[N+](=O)[O-])/SC2=S,,1,0
554,L000555,D000231,CCCCn1c(cnc1S(=O)(=O)CCCC(C)C)C[NH+](C)Cc2nc(cs2)C,,5,0
555,L000556,D000232,Cc1ccccc1OC[C@H](Cn2c3c(nc2N/N=C/Cn4c5c(nc4Br)n(c(=O)n(c5=O)C)C)n(c(=O)n(c3=O)C)C)O,,1,0
556,L000557,D000233,c1ccc(cc1)CC[C@@H](C(=O)OCc2ccccc2)[NH2+][C@H]3CCc4ccccc4N(C3=O)CC(=O)O[C@H]5[C@H]([C@H]([C@@H]([C@@H](O5)C(=O)OCc6ccccc6)O)O)O,,1,0
557,L000558,D000234,c1cc(c(c(c1)/N=C/c2cc(cc(c2O)Cl)Cl)O)C(C(F)F)(F)F,,1,0
558,L000559,D000235,CCOC(=O)c1ccc(cc1)NC(=O)CSc2nnc(n2c3cc(ccc3OC)OC)CNC(=O)c4ccc(cc4)S(=O)(=O)N5CCCC5,,1,0
559,L000560,D000236,c1ccc(cc1)/C=C/c2c(cc3cc(c(c(c3c2O)N)/N=N/c4ccc(cc4)c5ccc(cc5)/N=N/c6ccc(cc6)O)S(=O)(=O)[O-])S(=O)(=O)[O-],,2,0
560,L000561,D000237,Cc1[nH]/c(=N/C(=S)NC(=O)CCCCCCCCC(=O)NC(=S)/N=c/2\sc(c([nH]2)C)C(=O)/C=C/c3occc3)/sc1C(=O)/C=C/c4occc4,,9,0
561,L000562,D000238,Cc1ccc(s1)[C@H](C)N2CCC(=O)C[C@@H]2C,,1,0
562,L000563,D000239,Cc1ccc(cc1N2CCN(CC2)[C@H](c3cc4cc(ccc4[nH]c3=O)OC)c5nnnn5CCOC)Cl,,1,0
563,L000564,D000240,[H]/N=C(\N)/N/C(=N/[H])/N1CCN(CC1)CN/C(=C/2\C(=O)[C@@H]([C@H]3C[C@@H]4C(=C(c5c(cccc5O)[C@]4(C)O)[O-])C(=O)[C@]3(C2=O)O)N(C)C)/O,,1,0
564,L000565,D000241,CCS(=O)(=O)[C@H]1CSCCN1c2ccc(cc2Br)[C@H](C)N,,1,0
565,L000566,D000242,CC1CCC(CC1)[C@H](C(=O)N(C)C)Cl,,1,0
566,L000567,D000243,Cc1ccc(n1c2ccc(cn2)I)C,,1,0
567,L000568,D000244,CC(C)c1nc([nH]n1)c2ccccc2[N-]S(=O)(=O)c3ccccc3Br,,1,0
